Date,Longitude,Latitude,Elevation,Max Temperature,Min Temperature,Relative Humidity
1/1/1999,-0.9375,37.93579865,310,13.609,8.438,0.606478117
1/2/1999,-0.9375,37.93579865,310,16.442,7.425,0.591696748
1/3/1999,-0.9375,37.93579865,310,16.818,8.012,0.631247378
1/4/1999,-0.9375,37.93579865,310,17.625,8.945,0.513514388
1/5/1999,-0.9375,37.93579865,310,16.48,7.92,0.732431798
1/6/1999,-0.9375,37.93579865,310,17.135,10.464,0.759024748
1/7/1999,-0.9375,37.93579865,310,19.615,7.982,0.602921381
1/8/1999,-0.9375,37.93579865,310,20.205,11.574,0.38160589
1/9/1999,-0.9375,37.93579865,310,17.21,10.92,0.537067156
1/10/1999,-0.9375,37.93579865,310,13.731,8.416,0.529308786
1/11/1999,-0.9375,37.93579865,310,12.6,4.781,0.564982089
1/12/1999,-0.9375,37.93579865,310,9.776,7.964,0.715969203
1/13/1999,-0.9375,37.93579865,310,16.224,5.671,0.616353298
1/14/1999,-0.9375,37.93579865,310,13.78,9.306,0.748594875
1/15/1999,-0.9375,37.93579865,310,12.972,9.468,0.770358387
1/16/1999,-0.9375,37.93579865,310,14.596,6.749,0.735521913
1/17/1999,-0.9375,37.93579865,310,15.018,8.801,0.74605459
1/18/1999,-0.9375,37.93579865,310,14.339,8.151,0.492531095
1/19/1999,-0.9375,37.93579865,310,16.073,6.657,0.468060609
1/20/1999,-0.9375,37.93579865,310,14.834,6.758,0.608548596
1/21/1999,-0.9375,37.93579865,310,13.14,7.82,0.794848274
1/22/1999,-0.9375,37.93579865,310,14.327,10.638,0.808155837
1/23/1999,-0.9375,37.93579865,310,15.332,9.765,0.784872454
1/24/1999,-0.9375,37.93579865,310,15.649,9.08,0.740610986
1/25/1999,-0.9375,37.93579865,310,15.373,7.893,0.747509476
1/26/1999,-0.9375,37.93579865,310,17.995,7.529,0.562296913
1/27/1999,-0.9375,37.93579865,310,18.533,9.349,0.565042733
1/28/1999,-0.9375,37.93579865,310,18.787,11.416,0.588574281
1/29/1999,-0.9375,37.93579865,310,19.343,12.651,0.536732426
1/30/1999,-0.9375,37.93579865,310,15.974,10.625,0.6672505
1/31/1999,-0.9375,37.93579865,310,11.433,5.099,0.705593536
2/1/1999,-0.9375,37.93579865,310,9.938,2.815,0.598961235
2/2/1999,-0.9375,37.93579865,310,11.849,3.857,0.554442013
2/3/1999,-0.9375,37.93579865,310,14.875,5.42,0.521850882
2/4/1999,-0.9375,37.93579865,310,16.195,6.235,0.597625183
2/5/1999,-0.9375,37.93579865,310,20.115,7.762,0.542805329
2/6/1999,-0.9375,37.93579865,310,20.139,10.746,0.467441478
2/7/1999,-0.9375,37.93579865,310,18.472,10.677,0.464966791
2/8/1999,-0.9375,37.93579865,310,16.79,9.265,0.548204124
2/9/1999,-0.9375,37.93579865,310,18.576,7.482,0.494555744
2/10/1999,-0.9375,37.93579865,310,13.782,7.361,0.407948977
2/11/1999,-0.9375,37.93579865,310,13.811,5.806,0.445538093
2/12/1999,-0.9375,37.93579865,310,14.211,6.54,0.50195094
2/13/1999,-0.9375,37.93579865,310,11.295,4.973,0.640625698
2/14/1999,-0.9375,37.93579865,310,9.484,4.578,0.702498194
2/15/1999,-0.9375,37.93579865,310,11.375,4.259,0.582437976
2/16/1999,-0.9375,37.93579865,310,14.072,4.419,0.626780701
2/17/1999,-0.9375,37.93579865,310,16.535,6.365,0.629469421
2/18/1999,-0.9375,37.93579865,310,17.05,7.256,0.600574561
2/19/1999,-0.9375,37.93579865,310,17.02,9.003,0.69160663
2/20/1999,-0.9375,37.93579865,310,21.083,9.292,0.57822197
2/21/1999,-0.9375,37.93579865,310,21.225,12.644,0.492999498
2/22/1999,-0.9375,37.93579865,310,22.561,13.976,0.546513521
2/23/1999,-0.9375,37.93579865,310,20.015,11.84,0.578601991
2/24/1999,-0.9375,37.93579865,310,19.173,10.709,0.593325781
2/25/1999,-0.9375,37.93579865,310,14.955,11.882,0.764674657
2/26/1999,-0.9375,37.93579865,310,15.818,12.131,0.762455318
2/27/1999,-0.9375,37.93579865,310,14.006,11.44,0.864693141
2/28/1999,-0.9375,37.93579865,310,13.866,11.953,0.816395549
3/1/1999,-0.9375,37.93579865,310,17.604,10.973,0.68911552
3/2/1999,-0.9375,37.93579865,310,17.325,9.229,0.721467626
3/3/1999,-0.9375,37.93579865,310,18.772,9.428,0.614384256
3/4/1999,-0.9375,37.93579865,310,15.609,10.723,0.530569647
3/5/1999,-0.9375,37.93579865,310,15.269,9.446,0.500355094
3/6/1999,-0.9375,37.93579865,310,15.766,7.958,0.516620292
3/7/1999,-0.9375,37.93579865,310,16.27,8.427,0.498415924
3/8/1999,-0.9375,37.93579865,310,17.158,8.204,0.593034479
3/9/1999,-0.9375,37.93579865,310,18.47,7.828,0.647756882
3/10/1999,-0.9375,37.93579865,310,19.161,9.687,0.706521586
3/11/1999,-0.9375,37.93579865,310,18.925,10.848,0.756594155
3/12/1999,-0.9375,37.93579865,310,15.55,10.913,0.841231638
3/13/1999,-0.9375,37.93579865,310,17.279,10.005,0.792478198
3/14/1999,-0.9375,37.93579865,310,13.366,12.157,0.863692686
3/15/1999,-0.9375,37.93579865,310,15.917,12.84,0.862306475
3/16/1999,-0.9375,37.93579865,310,18.323,12.598,0.707469158
3/17/1999,-0.9375,37.93579865,310,19.54,12.621,0.614863033
3/18/1999,-0.9375,37.93579865,310,17.799,10.87,0.713816478
3/19/1999,-0.9375,37.93579865,310,18.967,10.575,0.638107074
3/20/1999,-0.9375,37.93579865,310,17.448,11.025,0.754118965
3/21/1999,-0.9375,37.93579865,310,17.527,10.056,0.789417863
3/22/1999,-0.9375,37.93579865,310,19.785,9.918,0.682815564
3/23/1999,-0.9375,37.93579865,310,16.232,9.567,0.703856606
3/24/1999,-0.9375,37.93579865,310,17.622,11.287,0.792576822
3/25/1999,-0.9375,37.93579865,310,20.889,10.97,0.647195429
3/26/1999,-0.9375,37.93579865,310,17.044,12.147,0.475129645
3/27/1999,-0.9375,37.93579865,310,17.824,9.965,0.498260362
3/28/1999,-0.9375,37.93579865,310,18.467,10.006,0.492053885
3/29/1999,-0.9375,37.93579865,310,19.96,9.78,0.537778862
3/30/1999,-0.9375,37.93579865,310,20.467,8.938,0.668727439
3/31/1999,-0.9375,37.93579865,310,20.532,10.846,0.650189014
4/1/1999,-0.9375,37.93579865,310,20.127,10.241,0.67106287
4/2/1999,-0.9375,37.93579865,310,21.684,12.413,0.559586361
4/3/1999,-0.9375,37.93579865,310,22.728,12.942,0.544878027
4/4/1999,-0.9375,37.93579865,310,22.489,14.082,0.55745855
4/5/1999,-0.9375,37.93579865,310,22.157,13.394,0.628715528
4/6/1999,-0.9375,37.93579865,310,22.487,12.212,0.620424768
4/7/1999,-0.9375,37.93579865,310,25.365,13.035,0.503503269
4/8/1999,-0.9375,37.93579865,310,22.344,12.765,0.509909296
4/9/1999,-0.9375,37.93579865,310,17.914,10.901,0.557657325
4/10/1999,-0.9375,37.93579865,310,19.718,9.968,0.641349845
4/11/1999,-0.9375,37.93579865,310,22.102,11.523,0.62745456
4/12/1999,-0.9375,37.93579865,310,22.531,12.049,0.569894064
4/13/1999,-0.9375,37.93579865,310,20.75,13.05,0.548968074
4/14/1999,-0.9375,37.93579865,310,18.765,10.969,0.651694935
4/15/1999,-0.9375,37.93579865,310,22.358,12.739,0.551049966
4/16/1999,-0.9375,37.93579865,310,18.877,8.985,0.427801715
4/17/1999,-0.9375,37.93579865,310,18.91,14.614,0.482619542
4/18/1999,-0.9375,37.93579865,310,19.658,10.449,0.477930235
4/19/1999,-0.9375,37.93579865,310,19.817,9.476,0.610804625
4/20/1999,-0.9375,37.93579865,310,23.753,11.705,0.481959141
4/21/1999,-0.9375,37.93579865,310,25.315,16.806,0.40104853
4/22/1999,-0.9375,37.93579865,310,23.404,15.306,0.4434846
4/23/1999,-0.9375,37.93579865,310,23.814,14.541,0.410300911
4/24/1999,-0.9375,37.93579865,310,20.659,12.64,0.57856024
4/25/1999,-0.9375,37.93579865,310,22.513,10.808,0.642399821
4/26/1999,-0.9375,37.93579865,310,21.269,15.146,0.498359798
4/27/1999,-0.9375,37.93579865,310,21.189,14.045,0.496967412
4/28/1999,-0.9375,37.93579865,310,20.92,14.62,0.653335055
4/29/1999,-0.9375,37.93579865,310,21.623,12.247,0.534987464
4/30/1999,-0.9375,37.93579865,310,21.911,13.048,0.623001717
5/1/1999,-0.9375,37.93579865,310,20.517,13.888,0.66536881
5/2/1999,-0.9375,37.93579865,310,20.884,13.138,0.696516262
5/3/1999,-0.9375,37.93579865,310,23.14,12.916,0.620956925
5/4/1999,-0.9375,37.93579865,310,25.163,16.263,0.475669053
5/5/1999,-0.9375,37.93579865,310,24.731,16.329,0.49732284
5/6/1999,-0.9375,37.93579865,310,25.992,18.108,0.564372175
5/7/1999,-0.9375,37.93579865,310,24.342,16.203,0.676130938
5/8/1999,-0.9375,37.93579865,310,25.198,17.638,0.599026372
5/9/1999,-0.9375,37.93579865,310,23.053,15.904,0.738583369
5/10/1999,-0.9375,37.93579865,310,24.853,15.458,0.710545945
5/11/1999,-0.9375,37.93579865,310,25.941,14.496,0.700776779
5/12/1999,-0.9375,37.93579865,310,26.986,15.586,0.664705867
5/13/1999,-0.9375,37.93579865,310,27.927,16.905,0.637032943
5/14/1999,-0.9375,37.93579865,310,30.01,18.767,0.425908329
5/15/1999,-0.9375,37.93579865,310,27.934,20.421,0.478727444
5/16/1999,-0.9375,37.93579865,310,24.441,17.086,0.674544139
5/17/1999,-0.9375,37.93579865,310,23.434,16.257,0.431115503
5/18/1999,-0.9375,37.93579865,310,22.725,14.904,0.450826129
5/19/1999,-0.9375,37.93579865,310,22.779,13.451,0.400307865
5/20/1999,-0.9375,37.93579865,310,23.352,13.505,0.422652945
5/21/1999,-0.9375,37.93579865,310,25.094,15.092,0.500229679
5/22/1999,-0.9375,37.93579865,310,23.188,14.5,0.566604508
5/23/1999,-0.9375,37.93579865,310,24.205,14.079,0.597985336
5/24/1999,-0.9375,37.93579865,310,23.303,16.402,0.657890029
5/25/1999,-0.9375,37.93579865,310,24.114,16.029,0.661597599
5/26/1999,-0.9375,37.93579865,310,25.515,15.924,0.572570943
5/27/1999,-0.9375,37.93579865,310,28.109,17.868,0.550119382
5/28/1999,-0.9375,37.93579865,310,25.154,16.71,0.68522112
5/29/1999,-0.9375,37.93579865,310,25.84,16.232,0.698637319
5/30/1999,-0.9375,37.93579865,310,27.28,18.904,0.637258957
5/31/1999,-0.9375,37.93579865,310,27.591,18.805,0.672692181
6/1/1999,-0.9375,37.93579865,310,26.828,19.342,0.626033762
6/2/1999,-0.9375,37.93579865,310,30.295,19.516,0.488247796
6/3/1999,-0.9375,37.93579865,310,27.894,17.776,0.452066252
6/4/1999,-0.9375,37.93579865,310,27.292,18.471,0.476649133
6/5/1999,-0.9375,37.93579865,310,27.272,16.972,0.634197723
6/6/1999,-0.9375,37.93579865,310,26.291,19.269,0.543138549
6/7/1999,-0.9375,37.93579865,310,24.91,19.276,0.760517058
6/8/1999,-0.9375,37.93579865,310,23.929,18.676,0.738002503
6/9/1999,-0.9375,37.93579865,310,24.131,17.402,0.658030197
6/10/1999,-0.9375,37.93579865,310,25.173,16.169,0.673710711
6/11/1999,-0.9375,37.93579865,310,25.146,17.481,0.63827288
6/12/1999,-0.9375,37.93579865,310,26.951,16.76,0.567596856
6/13/1999,-0.9375,37.93579865,310,26.817,19.108,0.5388513
6/14/1999,-0.9375,37.93579865,310,26.213,19.311,0.55234721
6/15/1999,-0.9375,37.93579865,310,26.744,16.942,0.668307979
6/16/1999,-0.9375,37.93579865,310,27.417,17.861,0.660641669
6/17/1999,-0.9375,37.93579865,310,29.135,17.924,0.624708421
6/18/1999,-0.9375,37.93579865,310,26.477,19.702,0.600115031
6/19/1999,-0.9375,37.93579865,310,28.947,20.322,0.512583593
6/20/1999,-0.9375,37.93579865,310,27.579,18.3,0.635194451
6/21/1999,-0.9375,37.93579865,310,30.464,18.534,0.597222953
6/22/1999,-0.9375,37.93579865,310,24.752,19.74,0.706395749
6/23/1999,-0.9375,37.93579865,310,26.181,18.641,0.653509932
6/24/1999,-0.9375,37.93579865,310,26.722,18.77,0.569003368
6/25/1999,-0.9375,37.93579865,310,27.405,17.635,0.615461046
6/26/1999,-0.9375,37.93579865,310,28.286,17.621,0.690782162
6/27/1999,-0.9375,37.93579865,310,32.024,19.589,0.425837415
6/28/1999,-0.9375,37.93579865,310,29.25,22.797,0.473959711
6/29/1999,-0.9375,37.93579865,310,30.191,20.85,0.618598929
6/30/1999,-0.9375,37.93579865,310,29.934,20.044,0.587765913
7/1/1999,-0.9375,37.93579865,310,28.858,21.053,0.589804634
7/2/1999,-0.9375,37.93579865,310,31.553,20.614,0.508143583
7/3/1999,-0.9375,37.93579865,310,35.367,23.145,0.3650631
7/4/1999,-0.9375,37.93579865,310,32.595,20.947,0.446182541
7/5/1999,-0.9375,37.93579865,310,32.19,24.201,0.420511234
7/6/1999,-0.9375,37.93579865,310,30.542,23.603,0.519997355
7/7/1999,-0.9375,37.93579865,310,27.036,20.961,0.688338013
7/8/1999,-0.9375,37.93579865,310,27.179,19.244,0.691100011
7/9/1999,-0.9375,37.93579865,310,28.502,19.025,0.648818933
7/10/1999,-0.9375,37.93579865,310,29.836,20.005,0.649372831
7/11/1999,-0.9375,37.93579865,310,29.509,21.452,0.720877119
7/12/1999,-0.9375,37.93579865,310,30.148,20.652,0.616016391
7/13/1999,-0.9375,37.93579865,310,29.917,22.21,0.471551719
7/14/1999,-0.9375,37.93579865,310,30.356,21.868,0.579499859
7/15/1999,-0.9375,37.93579865,310,30.992,22.207,0.60801228
7/16/1999,-0.9375,37.93579865,310,29.45,20.289,0.681153849
7/17/1999,-0.9375,37.93579865,310,29.756,20.641,0.681348223
7/18/1999,-0.9375,37.93579865,310,29.466,21.305,0.70593157
7/19/1999,-0.9375,37.93579865,310,29.74,20.85,0.70874206
7/20/1999,-0.9375,37.93579865,310,30.527,22.056,0.657936064
7/21/1999,-0.9375,37.93579865,310,30.944,22.242,0.52432389
7/22/1999,-0.9375,37.93579865,310,31.861,23.048,0.498561724
7/23/1999,-0.9375,37.93579865,310,29.368,21.961,0.709386303
7/24/1999,-0.9375,37.93579865,310,27.433,21.235,0.690777099
7/25/1999,-0.9375,37.93579865,310,28.118,20.07,0.663983206
7/26/1999,-0.9375,37.93579865,310,29.278,20.288,0.639248771
7/27/1999,-0.9375,37.93579865,310,29.259,22.288,0.61527526
7/28/1999,-0.9375,37.93579865,310,30.595,22.271,0.455873001
7/29/1999,-0.9375,37.93579865,310,30.776,20.624,0.629002015
7/30/1999,-0.9375,37.93579865,310,31.409,21.29,0.57550899
7/31/1999,-0.9375,37.93579865,310,30.314,21.713,0.653494425
8/1/1999,-0.9375,37.93579865,310,29.409,22.316,0.707485229
8/2/1999,-0.9375,37.93579865,310,30.482,21.207,0.657363795
8/3/1999,-0.9375,37.93579865,310,31.752,21.901,0.672059759
8/4/1999,-0.9375,37.93579865,310,32.516,21.589,0.629443827
8/5/1999,-0.9375,37.93579865,310,33.309,23.429,0.575234509
8/6/1999,-0.9375,37.93579865,310,33.532,22.262,0.60054241
8/7/1999,-0.9375,37.93579865,310,33.144,24.664,0.438945929
8/8/1999,-0.9375,37.93579865,310,31.718,24.999,0.470663731
8/9/1999,-0.9375,37.93579865,310,31.283,24.185,0.456675521
8/10/1999,-0.9375,37.93579865,310,31.908,23.679,0.463491821
8/11/1999,-0.9375,37.93579865,310,29.383,22.505,0.702827218
8/12/1999,-0.9375,37.93579865,310,31.398,21.172,0.657509785
8/13/1999,-0.9375,37.93579865,310,28.938,23.34,0.72753204
8/14/1999,-0.9375,37.93579865,310,29.002,21.796,0.716919312
8/15/1999,-0.9375,37.93579865,310,30.796,20.246,0.647861157
8/16/1999,-0.9375,37.93579865,310,31.771,21.253,0.557778273
8/17/1999,-0.9375,37.93579865,310,33,23.168,0.412201395
8/18/1999,-0.9375,37.93579865,310,31.745,21.296,0.575833394
8/19/1999,-0.9375,37.93579865,310,30.322,22.558,0.662374358
8/20/1999,-0.9375,37.93579865,310,29.245,21.937,0.763509285
8/21/1999,-0.9375,37.93579865,310,30.379,22.118,0.736984436
8/22/1999,-0.9375,37.93579865,310,30.677,21.704,0.683239929
8/23/1999,-0.9375,37.93579865,310,31.528,21.729,0.637133487
8/24/1999,-0.9375,37.93579865,310,32.309,23.971,0.551886218
8/25/1999,-0.9375,37.93579865,310,33.539,24.944,0.522259899
8/26/1999,-0.9375,37.93579865,310,32.683,24.186,0.554094929
8/27/1999,-0.9375,37.93579865,310,32.672,22.226,0.628797032
8/28/1999,-0.9375,37.93579865,310,33.703,23.139,0.536058559
8/29/1999,-0.9375,37.93579865,310,32.004,23.052,0.585702687
8/30/1999,-0.9375,37.93579865,310,30.543,23.37,0.738916173
8/31/1999,-0.9375,37.93579865,310,29.629,23.304,0.721815582
9/1/1999,-0.9375,37.93579865,310,29.317,23.784,0.722556743
9/2/1999,-0.9375,37.93579865,310,31.628,23.728,0.655559163
9/3/1999,-0.9375,37.93579865,310,34.719,23.258,0.503134943
9/4/1999,-0.9375,37.93579865,310,30.119,24.32,0.659036209
9/5/1999,-0.9375,37.93579865,310,29.826,23.003,0.730547108
9/6/1999,-0.9375,37.93579865,310,29.804,22.386,0.677615147
9/7/1999,-0.9375,37.93579865,310,29.149,21.901,0.666415656
9/8/1999,-0.9375,37.93579865,310,28.207,21.508,0.668188186
9/9/1999,-0.9375,37.93579865,310,28.815,21.529,0.620226002
9/10/1999,-0.9375,37.93579865,310,28.664,21.459,0.637955136
9/11/1999,-0.9375,37.93579865,310,28.496,21.118,0.637446896
9/12/1999,-0.9375,37.93579865,310,28.93,19.932,0.619753798
9/13/1999,-0.9375,37.93579865,310,28.142,20.212,0.693762064
9/14/1999,-0.9375,37.93579865,310,27.69,19.204,0.67709697
9/15/1999,-0.9375,37.93579865,310,29.58,19.15,0.460404077
9/16/1999,-0.9375,37.93579865,310,29.78,20.273,0.400713942
9/17/1999,-0.9375,37.93579865,310,30.319,21.26,0.401873553
9/18/1999,-0.9375,37.93579865,310,28.317,19.301,0.394528907
9/19/1999,-0.9375,37.93579865,310,23.701,20.239,0.519119865
9/20/1999,-0.9375,37.93579865,310,24.753,16.61,0.451057466
9/21/1999,-0.9375,37.93579865,310,25.902,15.834,0.518140486
9/22/1999,-0.9375,37.93579865,310,26.411,16.407,0.63038948
9/23/1999,-0.9375,37.93579865,310,28.205,18.231,0.606578065
9/24/1999,-0.9375,37.93579865,310,28.146,18.471,0.645261009
9/25/1999,-0.9375,37.93579865,310,27.959,19.187,0.579229728
9/26/1999,-0.9375,37.93579865,310,26.998,17.663,0.568456498
9/27/1999,-0.9375,37.93579865,310,26.629,18.662,0.671483869
9/28/1999,-0.9375,37.93579865,310,27.928,18.804,0.456962268
9/29/1999,-0.9375,37.93579865,310,27.988,17.991,0.57892097
9/30/1999,-0.9375,37.93579865,310,28.837,19.656,0.446035182
10/1/1999,-0.9375,37.93579865,310,25.669,17.668,0.589157764
10/2/1999,-0.9375,37.93579865,310,25.752,15.918,0.690205882
10/3/1999,-0.9375,37.93579865,310,28.248,17.407,0.543864788
10/4/1999,-0.9375,37.93579865,310,21.375,18.647,0.645023604
10/5/1999,-0.9375,37.93579865,310,21.293,18.916,0.720209843
10/6/1999,-0.9375,37.93579865,310,23.117,18.466,0.714801371
10/7/1999,-0.9375,37.93579865,310,19.712,18.182,0.826172206
10/8/1999,-0.9375,37.93579865,310,19.771,18.728,0.71583771
10/9/1999,-0.9375,37.93579865,310,22.135,17.047,0.643307646
10/10/1999,-0.9375,37.93579865,310,22.649,16.156,0.677301745
10/11/1999,-0.9375,37.93579865,310,22.47,17.386,0.760327135
10/12/1999,-0.9375,37.93579865,310,22.652,18.513,0.877891483
10/13/1999,-0.9375,37.93579865,310,24.171,17.413,0.82504277
10/14/1999,-0.9375,37.93579865,310,23.118,16.725,0.763982982
10/15/1999,-0.9375,37.93579865,310,25.184,16.985,0.679578069
10/16/1999,-0.9375,37.93579865,310,24.35,17.958,0.682521256
10/17/1999,-0.9375,37.93579865,310,24.464,17.232,0.646927418
10/18/1999,-0.9375,37.93579865,310,23.226,17.096,0.52182658
10/19/1999,-0.9375,37.93579865,310,23.582,13.879,0.571889947
10/20/1999,-0.9375,37.93579865,310,20.059,14.676,0.684463964
10/21/1999,-0.9375,37.93579865,310,22.18,13.404,0.624396769
10/22/1999,-0.9375,37.93579865,310,24.652,17.358,0.66989156
10/23/1999,-0.9375,37.93579865,310,23.406,18.057,0.64953491
10/24/1999,-0.9375,37.93579865,310,22.705,18.107,0.698048983
10/25/1999,-0.9375,37.93579865,310,20.988,14.702,0.651755191
10/26/1999,-0.9375,37.93579865,310,20.389,16.202,0.779242802
10/27/1999,-0.9375,37.93579865,310,23.525,17.285,0.708324213
10/28/1999,-0.9375,37.93579865,310,24.078,17.614,0.696681541
10/29/1999,-0.9375,37.93579865,310,23.583,17.961,0.751393212
10/30/1999,-0.9375,37.93579865,310,25.164,17.615,0.578292675
10/31/1999,-0.9375,37.93579865,310,22.1,14.937,0.618699382
11/1/1999,-0.9375,37.93579865,310,22.342,15.309,0.70811237
11/2/1999,-0.9375,37.93579865,310,23.221,13.375,0.633857996
11/3/1999,-0.9375,37.93579865,310,20.202,13.997,0.667402277
11/4/1999,-0.9375,37.93579865,310,20.074,12.956,0.753156807
11/5/1999,-0.9375,37.93579865,310,21.324,11.625,0.628031981
11/6/1999,-0.9375,37.93579865,310,25.081,15.628,0.565811169
11/7/1999,-0.9375,37.93579865,310,22.769,14.43,0.53940669
11/8/1999,-0.9375,37.93579865,310,19.511,11.392,0.565705273
11/9/1999,-0.9375,37.93579865,310,18.493,11.263,0.70744411
11/10/1999,-0.9375,37.93579865,310,17.736,11.492,0.708994942
11/11/1999,-0.9375,37.93579865,310,17.102,12.257,0.787504926
11/12/1999,-0.9375,37.93579865,310,17.774,13.025,0.766223955
11/13/1999,-0.9375,37.93579865,310,17.103,9.434,0.572073586
11/14/1999,-0.9375,37.93579865,310,16.232,10.045,0.609374615
11/15/1999,-0.9375,37.93579865,310,15.896,9.583,0.624836253
11/16/1999,-0.9375,37.93579865,310,15.923,8.338,0.652475789
11/17/1999,-0.9375,37.93579865,310,16.293,6.745,0.511204301
11/18/1999,-0.9375,37.93579865,310,17.87,9.437,0.543060438
11/19/1999,-0.9375,37.93579865,310,19.009,9.83,0.56629619
11/20/1999,-0.9375,37.93579865,310,11.072,6.23,0.60393496
11/21/1999,-0.9375,37.93579865,310,11.953,4.372,0.525507081
11/22/1999,-0.9375,37.93579865,310,13.607,5.464,0.479000695
11/23/1999,-0.9375,37.93579865,310,12.827,5.431,0.602483232
11/24/1999,-0.9375,37.93579865,310,14.516,6.006,0.594840463
11/25/1999,-0.9375,37.93579865,310,15.095,7.388,0.66363968
11/26/1999,-0.9375,37.93579865,310,14.447,10.455,0.750893194
11/27/1999,-0.9375,37.93579865,310,14.949,9.28,0.747855269
11/28/1999,-0.9375,37.93579865,310,15.4,10.88,0.730300394
11/29/1999,-0.9375,37.93579865,310,16.075,11.361,0.78394633
11/30/1999,-0.9375,37.93579865,310,14.771,11.844,0.764199934
12/1/1999,-0.9375,37.93579865,310,16.363,12.444,0.747203976
12/2/1999,-0.9375,37.93579865,310,17.282,12.427,0.788225913
12/3/1999,-0.9375,37.93579865,310,16.521,11.04,0.817858958
12/4/1999,-0.9375,37.93579865,310,16.739,9.791,0.720829699
12/5/1999,-0.9375,37.93579865,310,18.168,8.996,0.662591005
12/6/1999,-0.9375,37.93579865,310,14.402,9.617,0.734797456
12/7/1999,-0.9375,37.93579865,310,14.479,7.744,0.747358892
12/8/1999,-0.9375,37.93579865,310,14.191,6.918,0.671712243
12/9/1999,-0.9375,37.93579865,310,15.737,6.544,0.590226489
12/10/1999,-0.9375,37.93579865,310,15.73,10.504,0.554362355
12/11/1999,-0.9375,37.93579865,310,16.829,8.484,0.615130159
12/12/1999,-0.9375,37.93579865,310,18.38,8.787,0.640154441
12/13/1999,-0.9375,37.93579865,310,16.474,12.096,0.755457199
12/14/1999,-0.9375,37.93579865,310,20.621,12.572,0.649706419
12/15/1999,-0.9375,37.93579865,310,19.001,10.987,0.558724328
12/16/1999,-0.9375,37.93579865,310,10.435,5.923,0.354749471
12/17/1999,-0.9375,37.93579865,310,10.897,3.689,0.389125747
12/18/1999,-0.9375,37.93579865,310,13.584,4.871,0.508377083
12/19/1999,-0.9375,37.93579865,310,14.938,7.055,0.676183724
12/20/1999,-0.9375,37.93579865,310,17.534,11.263,0.543446835
12/21/1999,-0.9375,37.93579865,310,15.299,8.3,0.663403247
12/22/1999,-0.9375,37.93579865,310,14.626,7.782,0.753422252
12/23/1999,-0.9375,37.93579865,310,14.492,6.701,0.687396707
12/24/1999,-0.9375,37.93579865,310,15.245,5.957,0.552945146
12/25/1999,-0.9375,37.93579865,310,18.156,7.636,0.529986023
12/26/1999,-0.9375,37.93579865,310,19.35,10.162,0.617703686
12/27/1999,-0.9375,37.93579865,310,19.639,12.749,0.634155863
12/28/1999,-0.9375,37.93579865,310,17.496,12.538,0.621720942
12/29/1999,-0.9375,37.93579865,310,12.424,8.266,0.744423904
12/30/1999,-0.9375,37.93579865,310,11.854,6.654,0.729594627
12/31/1999,-0.9375,37.93579865,310,13.081,5.4,0.674170499
1/1/2000,-0.9375,37.93579865,310,13.134,5.654,0.627454923
